Event_ID,Event_Date,Account,Post_ID,Campaign_ID,Discount_Code,Product,Revenue_INR,Quantity,Customer_City,City_Tier,First_Time_Buyer,Attribution_Window_Days,Refund_Flag,Payment_Status,UTM_Source,Lead_Score,Notes
EVT-000163,2026-01-15,GlowKart,PST-00648,CAM-2510-007,INSTA10,Protein Bar,2998.0,1,Kolkata,Tier 2,Unknown,1,No,Pending,,37,Late attribution
EVT-000164,2025-11-18,CafeCanvas,PST-00142,CAM-2508-057,BYT14,Protein Bar,1999.0,3,Indore,Tier 3,,7,Yes,Paid,paid_social,95,Late attribution
EVT-000165,2025-12-28,CafeCanvas,PST-00325,CAM-2510-028,GLO12,Silk Saree,1797.0,1,Pune,Metro,No,3,No,Paid,paid_social,32,Manual entry
EVT-000166,2025-08-23,FitFuel India,PST-00117,CAM-2511-049,FIT23,Serum A,11998.0,2,Chennai,Tier 1,yes,30,No,Paid,ig_reels,79,Coupon mismatch
EVT-000167,2025-11-02,SareeStreet,PST-00108,UNKNOWN-CAM,,Combo Pack,7998.0,4,Mumbai,Metro,yes,30,Yes,Refunded,influencer,76,
EVT-000168,2025-12-28,CafeCanvas,PST-00107,UNKNOWN-CAM,,Gift Card,4497.0,1,Pune,Tier 3,Unknown,45,No,Paid,ig_reels,78,Late attribution
EVT-000169,2025-10-09,FitFuel India,PST-00631,CAM-2511-013,SAR32,Silk Saree,1197.0,2,Jaipur,Tier 2,Yes,14,No,Paid,ig_reels,58,Late attribution
EVT-000170,2026-02-06,GlowKart,PST-00531,CAM-2507-056,CAF10,Serum A,1797.0,2,Kolkata,Tier 2,Unknown,14,No,Paid,ig_reels,13,Manual entry
EVT-000171,2026-01-28,CafeCanvas,PST-00081,UNKNOWN-CAM,,Serum A,7998.0,2,Bengaluru,Tier 2,Yes,30,No,Paid,paid_social,94,Manual entry
EVT-000172,2025-12-29,ByteBazaar,PST-00542,CAM-2508-027,FIT17,Combo Pack,11997.0,4,Lucknow,Metro,,30,No,Pending,bio_link,100,
EVT-000173,2025-10-18,FitFuel India,PST-00084,CAM-2508-022,BYT14,Protein Bar,1797.0,3,Pune,Tier 2,,3,No,Paid,instagram,37,Manual entry
EVT-000174,2025-11-01,GlowKart,PST-00606,CAM-2510-042,CAF19,Gift Card,7497.0,3,Jaipur,Metro,No,3,Yes,Paid,paid_social,82,Manual entry
EVT-000175,2025-08-16,ByteBazaar,PST-00182,,,Combo Pack,11998.0,2,Jaipur,Metro,yes,30,No,Paid,,12,Manual entry
EVT-000176,2025-11-23,FitFuel India,PST-00111,CAM-2510-001,,Gift Card,7998.0,4,Jaipur,Tier 1,No,14,Yes,Pending,,70,Coupon mismatch
EVT-000177,2026-01-19,UrbanPaws,PST-00046,,,Silk Saree,3999.0,3,Lucknow,Metro,yes,7,Yes,Failed,Instagram,61,Coupon mismatch
EVT-000178,2025-07-25,FitFuel India,PST-00209,,,Protein Bar,1998.0,3,Lucknow,Metro,,45,Yes,Failed,,13,Late attribution
EVT-000179,2025-10-13,ByteBazaar,PST-00118,UNKNOWN-CAM,,Protein Bar,1198.0,3,Kolkata,Tier 3,Unknown,14,No,Refunded,ig_reels,24,Coupon mismatch
EVT-000181,2025-07-18,ByteBazaar,PST-00154,UNKNOWN-CAM,,Gift Card,1598.0,3,Mumbai,Tier 3,No,1,Yes,Failed,paid_social,66,Coupon mismatch
EVT-000182,2025-12-29,UrbanPaws,PST-00029,CAM-2508-040,SAR16,Cold Brew,1797.0,1,Hyderabad,Tier 1,yes,1,Yes,Failed,paid_social,18,Late attribution
EVT-000183,2025-09-09,CafeCanvas,,CAM-2510-009,BADCODE,Silk Saree,599.0,2,Chennai,Metro,yes,14,Yes,Paid,ig_reels,24,Coupon mismatch
EVT-000184,2025-10-05,ByteBazaar,PST-00550,CAM-2508-035,FIT31,Dog Treats,3999.0,3,Pune,Tier 3,,7,Yes,Paid,paid_social,5,Coupon mismatch
EVT-000185,2025-11-05,CafeCanvas,PST-00199,CAM-2508-005,WELCOME,Protein Bar,1999.0,2,Jaipur,Metro,No,45,No,Pending,ig_reels,40,Late attribution
EVT-000186,2026-01-29,UrbanPaws,PST-00637,CAM-2510-001,BADCODE,Silk Saree,3998.0,2,Hyderabad,Metro,Yes,45,No,Paid,bio_link,50,
EVT-000187,2025-10-09,ByteBazaar,PST-00189,CAM-2507-058,INSTA10,Gift Card,1999.0,3,Delhi NCR,Metro,Unknown,14,Yes,Paid,bio_link,80,Late attribution
EVT-000188,2025-10-31,UrbanPaws,PST-00402,CAM-2508-016,,Protein Bar,1999.0,3,Mumbai,Tier 3,Yes,14,Yes,Failed,bio_link,74,Manual entry
EVT-000189,2025-10-21,FitFuel India,PST-00493,CAM-2508-005,FIT22,Dog Treats,3999.0,3,Bengaluru,Tier 2,Unknown,1,No,Failed,bio_link,92,Manual entry
EVT-000190,2025-08-27,GlowKart,PST-00363,CAM-2511-010,,Silk Saree,11998.0,2,Pune,Tier 1,yes,30,Yes,Paid,instagram,37,
EVT-000191,2025-11-28,SareeStreet,PST-00038,,WELCOME,Serum A,799.0,1,Mumbai,Tier 3,,30,Yes,Pending,ig_reels,67,Late attribution
EVT-000192,2025-11-06,SareeStreet,PST-00028,UNKNOWN-CAM,,Dog Treats,798.0,2,Lucknow,Tier 1,Yes,7,No,Paid,influencer,79,Manual entry
EVT-000193,2025-12-11,CafeCanvas,PST-00343,,,Smart Lamp,999.0,3,Lucknow,Metro,No,1,Yes,Pending,,27,Coupon mismatch
EVT-000194,2025-11-13,ByteBazaar,PST-00051,,,Smart Lamp,1197.0,4,Bengaluru,Tier 2,yes,45,Yes,Paid,Instagram,13,Coupon mismatch
EVT-000195,2025-11-10,UrbanPaws,PST-00401,CAM-2510-059,WELCOME,Protein Bar,7497.0,4,Chennai,Tier 1,No,45,Yes,Pending,,32,Manual entry
EVT-000196,2025-12-05,SareeStreet,PST-00289,CAM-2510-004,GLO18,Serum A,1598.0,2,Bengaluru,Metro,Yes,3,No,Paid,,81,Coupon mismatch
EVT-000197,2026-02-25,GlowKart,PST-00259,UNKNOWN-CAM,,Smart Lamp,2998.0,4,Mumbai,Tier 3,Yes,45,Yes,Paid,ig_reels,71,
EVT-000198,2026-02-11,FitFuel India,PST-00288,,WELCOME,Dog Treats,4998.0,1,Delhi NCR,Metro,yes,45,No,Failed,Instagram,27,Manual entry
EVT-000199,2025-12-11,ByteBazaar,PST-00544,CAM-2507-026,BADCODE,Cold Brew,399.0,4,Hyderabad,Tier 3,Unknown,45,No,Paid,,35,
EVT-000200,2025-08-03,GlowKart,PST-00115,CAM-2511-036,WELCOME,Protein Bar,3998.0,2,Jaipur,Tier 2,Unknown,1,Yes,Paid,,49,Late attribution
EVT-000201,2025-07-22,FitFuel India,PST-00635,CAM-2510-042,CAF19,Protein Bar,2997.0,2,Delhi NCR,Tier 2,yes,14,Yes,Pending,,29,
EVT-000202,2026-01-18,CafeCanvas,PST-00412,,,Cold Brew,2998.0,2,Bengaluru,Tier 3,Yes,30,Yes,Refunded,instagram,59,Late attribution
EVT-000203,2025-12-12,GlowKart,PST-00612,CAM-2510-004,GLO18,Protein Bar,1198.0,3,Bengaluru,Tier 1,,45,No,Pending,influencer,11,Manual entry
EVT-000204,2025-12-11,ByteBazaar,PST-00198,CAM-2510-020,BYT29,Cold Brew,4998.0,3,Pune,Tier 1,Yes,3,No,Paid,instagram,16,Coupon mismatch
EVT-000205,2026-01-12,UrbanPaws,PST-00215,CAM-2511-049,FIT23,Smart Lamp,1998.0,3,Bengaluru,Metro,Yes,7,No,Pending,,1,Manual entry
EVT-000206,2025-08-10,CafeCanvas,PST-00203,UNKNOWN-CAM,,Smart Lamp,0.0,2,Bengaluru,Tier 3,Yes,3,Yes,Failed,paid_social,64,Coupon mismatch
EVT-000207,2025-11-27,UrbanPaws,PST-00167,CAM-2507-056,CAF10,Cold Brew,1998.0,2,Mumbai,Tier 2,yes,45,No,Pending,influencer,24,Manual entry
EVT-000208,2026-01-13,GlowKart,PST-00476,CAM-2511-025,BYT38,Dog Treats,599.0,3,Pune,Tier 3,Unknown,14,Yes,Paid,ig_reels,23,
EVT-000209,2025-10-22,SareeStreet,PST-00381,CAM-2507-026,GLO35,Dog Treats,17997.0,4,Lucknow,Tier 1,Unknown,7,No,Pending,influencer,1,Manual entry
EVT-000210,2026-03-02,FitFuel India,PST-00539,,,Combo Pack,2499.0,3,Indore,Tier 3,Yes,30,No,Refunded,,2,Manual entry
EVT-000211,2025-11-23,ByteBazaar,PST-00249,UNKNOWN-CAM,,Gift Card,1198.0,2,Mumbai,Tier 2,Yes,7,No,Paid,ig_reels,82,
EVT-000212,2025-11-05,GlowKart,PST-00468,CAM-2507-056,CAF10,Gift Card,999.0,4,Kolkata,Tier 1,,1,Yes,Refunded,paid_social,54,Manual entry
EVT-000213,2026-01-05,UrbanPaws,PST-00377,,,Silk Saree,1198.0,3,Lucknow,Tier 3,Unknown,1,No,Paid,paid_social,92,
EVT-000214,2026-01-09,UrbanPaws,PST-00620,,INSTA10,Dog Treats,1797.0,3,Kolkata,Tier 2,Unknown,45,No,Paid,bio_link,29,Late attribution
EVT-000215,2025-08-09,SareeStreet,PST-00230,CAM-2508-057,BYT14,Dog Treats,2397.0,2,Mumbai,Metro,Yes,30,No,Paid,,11,Late attribution
EVT-000216,2025-11-12,GlowKart,PST-00477,UNKNOWN-CAM,,Dog Treats,1998.0,2,Pune,Tier 3,No,3,No,Paid,paid_social,77,Coupon mismatch
EVT-000217,2026-01-12,SareeStreet,PST-00045,,,Gift Card,2998.0,3,Hyderabad,Tier 2,Yes,14,No,Failed,Instagram,91,
EVT-000218,2025-09-09,ByteBazaar,PST-00311,,,Smart Lamp,1197.0,4,Jaipur,Tier 2,yes,3,No,Pending,paid_social,46,
EVT-000219,2025-08-04,UrbanPaws,PST-00501,,,Smart Lamp,999.0,4,Hyderabad,Tier 1,yes,1,No,Refunded,bio_link,42,
EVT-000220,2025-10-29,FitFuel India,PST-00399,,WELCOME,Combo Pack,1198.0,3,Hyderabad,Metro,Yes,1,No,Pending,bio_link,88,Late attribution
EVT-000221,2025-08-12,FitFuel India,PST-00348,CAM-2508-024,BYT38,Combo Pack,1499.0,3,Bengaluru,Tier 2,Unknown,1,No,Paid,influencer,6,
EVT-000222,2026-02-27,FitFuel India,PST-00511,CAM-2510-009,FIT30,Combo Pack,5997.0,1,Chennai,Tier 2,yes,7,No,Paid,instagram,8,Coupon mismatch
EVT-000223,2025-11-27,UrbanPaws,PST-00027,UNKNOWN-CAM,,Gift Card,7497.0,4,Mumbai,Tier 1,Yes,3,No,Refunded,influencer,67,Coupon mismatch
EVT-000224,2025-09-10,ByteBazaar,PST-00437,CAM-2508-035,FIT31,Silk Saree,799.0,1,Lucknow,Tier 1,,3,Yes,Refunded,bio_link,63,Manual entry
EVT-000225,2025-08-19,FitFuel India,PST-00239,UNKNOWN-CAM,,Smart Lamp,11997.0,3,Bengaluru,Tier 2,No,30,Yes,Paid,influencer,61,Manual entry
EVT-000226,2026-02-08,GlowKart,PST-00424,UNKNOWN-CAM,,Silk Saree,3999.0,2,Bengaluru,Tier 2,yes,1,No,Paid,,36,Late attribution
EVT-000227,2025-08-28,UrbanPaws,PST-00615,CAM-2511-025,BADCODE,Silk Saree,1998.0,1,Delhi NCR,Tier 2,,7,Yes,Failed,instagram,93,Late attribution
EVT-000228,2025-11-05,GlowKart,PST-00477,UNKNOWN-CAM,,Combo Pack,599.0,4,Delhi NCR,Tier 1,No,1,No,Paid,ig_reels,93,Manual entry
EVT-000229,2025-09-30,FitFuel India,PST-00084,CAM-2508-022,BYT14,Silk Saree,1598.0,3,Hyderabad,Tier 2,,14,Yes,Paid,influencer,5,Manual entry
EVT-000230,2026-02-25,UrbanPaws,PST-00483,UNKNOWN-CAM,,Dog Treats,1598.0,4,Kolkata,Tier 1,No,1,Yes,Paid,influencer,63,Late attribution
EVT-000231,2025-12-12,CafeCanvas,PST-00343,CAM-2507-048,BYT20,Smart Lamp,1198.0,3,Bengaluru,Tier 1,Yes,30,Yes,Paid,ig_reels,5,Late attribution
EVT-000232,2025-10-06,FitFuel India,PST-00146,UNKNOWN-CAM,,Serum A,5999.0,4,Jaipur,Tier 1,Yes,45,No,Pending,instagram,56,Coupon mismatch
EVT-000233,2025-09-23,ByteBazaar,PST-00319,CAM-2508-027,FIT17,Protein Bar,1197.0,2,Kolkata,Tier 2,Unknown,30,No,Paid,,17,Late attribution
EVT-000234,2025-12-08,GlowKart,PST-00331,CAM-2508-047,GLO17,Gift Card,1598.0,3,Bengaluru,Tier 1,yes,30,No,Pending,instagram,98,Late attribution
EVT-000235,2025-12-21,ByteBazaar,PST-00048,CAM-2509-029,SAR31,Gift Card,2998.0,3,Bengaluru,Tier 3,Yes,1,No,Paid,ig_reels,74,Manual entry
EVT-000236,2026-02-11,SareeStreet,PST-00362,CAM-2511-010,,Smart Lamp,1197.0,1,Mumbai,Tier 2,Yes,1,No,Paid,bio_link,9,Manual entry
EVT-000237,2025-12-30,FitFuel India,PST-00566,CAM-2511-025,BYT38,Serum A,7497.0,3,Chennai,Tier 2,,3,Yes,Paid,paid_social,44,Late attribution
EVT-000238,2025-11-16,CafeCanvas,PST-00040,CAM-2511-012,CAF37,Protein Bar,7497.0,4,Pune,Tier 1,yes,7,No,Refunded,influencer,98,Coupon mismatch
EVT-000239,2026-01-03,FitFuel India,PST-00267,CAM-2508-002,,Cold Brew,1598.0,4,Indore,Tier 1,No,7,No,Refunded,paid_social,27,Coupon mismatch
EVT-000240,2026-03-07,GlowKart,PST-00457,CAM-2508-016,INSTA10,Cold Brew,1598.0,4,Indore,Tier 2,No,14,No,Paid,influencer,64,Manual entry
EVT-000241,2025-11-08,FitFuel India,PST-00111,CAM-2510-001,,Silk Saree,11998.0,4,Mumbai,Tier 1,Unknown,3,Yes,Refunded,instagram,42,Coupon mismatch
EVT-000242,2026-01-30,GlowKart,PST-00375,UNKNOWN-CAM,,Protein Bar,2998.0,3,Delhi NCR,Tier 1,Unknown,14,No,Paid,Instagram,65,Coupon mismatch
EVT-000243,2025-10-17,SareeStreet,PST-00441,CAM-2508-006,URB13,Silk Saree,1499.0,2,Delhi NCR,Tier 3,No,45,No,Paid,paid_social,62,Coupon mismatch
EVT-000244,2026-01-28,SareeStreet,PST-00126,CAM-2510-033,URB30,Combo Pack,399.0,3,Indore,Tier 1,yes,14,Yes,Refunded,Instagram,9,Late attribution
EVT-000245,2025-12-04,ByteBazaar,PST-00552,,,Cold Brew,17997.0,1,Kolkata,Tier 3,No,7,No,Refunded,instagram,16,
EVT-000246,2026-03-07,FitFuel India,PST-00380,CAM-2510-045,,Combo Pack,7497.0,2,Kolkata,Metro,Yes,7,No,Failed,influencer,79,
EVT-000247,2025-09-24,GlowKart,PST-00271,UNKNOWN-CAM,BADCODE,Dog Treats,4998.0,4,Hyderabad,Tier 2,No,14,No,Paid,ig_reels,23,Manual entry
EVT-000248,2025-12-18,SareeStreet,PST-00607,CAM-2510-045,,Gift Card,7497.0,2,Delhi NCR,Tier 1,No,3,No,Paid,paid_social,97,Coupon mismatch
EVT-000249,2025-09-14,CafeCanvas,PST-00622,CAM-2512-015,,Cold Brew,799.0,3,Jaipur,Metro,,45,No,Failed,paid_social,37,Late attribution
EVT-000251,2026-01-20,SareeStreet,PST-00009,UNKNOWN-CAM,,Silk Saree,17997.0,2,Lucknow,Tier 2,Yes,14,No,Failed,paid_social,50,Coupon mismatch
EVT-000252,2025-07-27,UrbanPaws,PST-00618,CAM-2512-017,URB30,Cold Brew,11998.0,3,Bengaluru,Tier 1,Yes,1,No,Paid,bio_link,84,Manual entry
EVT-000253,2025-12-21,UrbanPaws,PST-00244,CAM-2507-037,,Serum A,399.0,3,Kolkata,Metro,yes,30,No,Paid,influencer,24,Coupon mismatch
EVT-000254,2025-08-21,GlowKart,PST-00577,CAM-2507-026,GLO35,Combo Pack,1598.0,4,Chennai,Tier 1,No,7,No,Paid,influencer,19,Coupon mismatch
EVT-000255,2025-10-10,GlowKart,PST-00560,,,Combo Pack,3999.0,4,Chennai,Tier 1,Yes,7,No,Failed,,92,Late attribution
EVT-000256,2026-03-06,ByteBazaar,PST-00238,,,Silk Saree,2997.0,3,Lucknow,Metro,yes,3,Yes,Paid,bio_link,5,Manual entry
EVT-000257,2025-11-07,UrbanPaws,PST-00521,CAM-2507-048,BYT20,Gift Card,11998.0,2,Kolkata,Tier 2,yes,3,No,Paid,ig_reels,93,Late attribution
EVT-000258,2026-02-18,CafeCanvas,PST-00376,CAM-2507-037,INSTA10,Serum A,599.0,2,Lucknow,Tier 2,No,14,Yes,Pending,influencer,14,Manual entry
EVT-000259,2026-01-09,GlowKart,PST-00004,,WELCOME,Gift Card,4497.0,4,Chennai,Metro,Unknown,30,No,Pending,,92,Coupon mismatch
EVT-000260,2025-12-18,UrbanPaws,PST-00027,CAM-2509-051,BYT22,Serum A,3999.0,2,Bengaluru,Metro,yes,7,Yes,Paid,paid_social,83,Late attribution
EVT-000261,2026-01-04,GlowKart,PST-00068,CAM-2510-028,GLO12,Gift Card,1598.0,3,Chennai,Metro,Unknown,30,Yes,Failed,,28,Late attribution
EVT-000262,2025-09-26,FitFuel India,PST-00099,UNKNOWN-CAM,,Smart Lamp,1499.0,1,Indore,Tier 1,yes,7,No,Refunded,influencer,37,Manual entry
EVT-000263,2025-11-25,FitFuel India,PST-00143,CAM-2511-053,GLO15,Smart Lamp,1598.0,2,Kolkata,Tier 3,Yes,1,No,Refunded,Instagram,29,Coupon mismatch
EVT-000264,2025-12-12,GlowKart,PST-00083,UNKNOWN-CAM,,Dog Treats,599.0,2,Pune,Metro,,45,No,Pending,instagram,84,
EVT-000265,2026-02-25,UrbanPaws,PST-00254,CAM-2511-053,GLO15,Combo Pack,1598.0,4,Bengaluru,Tier 3,Unknown,30,No,Paid,Instagram,2,Manual entry
EVT-000266,2025-12-29,CafeCanvas,PST-00219,UNKNOWN-CAM,,Serum A,2499.0,4,Delhi NCR,Metro,Unknown,45,No,Failed,,6,Late attribution
EVT-000267,2025-08-20,CafeCanvas,PST-00512,UNKNOWN-CAM,,Cold Brew,4998.0,4,Chennai,Tier 3,yes,3,Yes,Pending,Instagram,56,Coupon mismatch
EVT-000268,2025-09-13,UrbanPaws,PST-00216,UNKNOWN-CAM,,Cold Brew,0.0,2,Bengaluru,Tier 3,yes,45,No,Refunded,,25,
EVT-000269,2025-12-21,SareeStreet,PST-00094,UNKNOWN-CAM,,Smart Lamp,1197.0,4,Pune,Tier 2,No,14,No,Paid,influencer,11,Late attribution
EVT-000270,2025-11-16,SareeStreet,PST-00289,CAM-2510-004,GLO18,Smart Lamp,399.0,4,Jaipur,Tier 2,Unknown,3,Yes,Paid,influencer,20,
EVT-000271,2026-02-16,SareeStreet,PST-00444,CAM-2509-011,SAR37,Smart Lamp,2998.0,2,Delhi NCR,Metro,,1,No,Refunded,influencer,68,Late attribution
EVT-000272,2025-08-30,CafeCanvas,PST-00003,CAM-2509-050,CAF11,Silk Saree,1197.0,4,Chennai,Tier 1,Yes,1,Yes,Pending,paid_social,53,Manual entry
EVT-000273,2026-01-04,GlowKart,PST-00191,,,Protein Bar,1198.0,1,Delhi NCR,Tier 3,No,3,No,Pending,ig_reels,95,
EVT-000274,2025-11-10,FitFuel India,PST-00160,UNKNOWN-CAM,,Combo Pack,3999.0,2,Hyderabad,Metro,No,1,No,Paid,instagram,15,Manual entry
EVT-000275,2025-10-11,CafeCanvas,PST-00272,UNKNOWN-CAM,,Gift Card,2997.0,1,Bengaluru,Tier 3,Unknown,7,No,Paid,Instagram,36,Manual entry
EVT-000276,2026-01-22,GlowKart,PST-00476,CAM-2511-025,BYT38,Gift Card,2499.0,4,Delhi NCR,Tier 1,,3,No,Pending,bio_link,35,
EVT-000277,2025-08-28,SareeStreet,PST-00394,CAM-2510-033,URB30,Combo Pack,1198.0,1,Delhi NCR,Metro,,7,No,Failed,bio_link,69,
EVT-000279,2026-02-13,SareeStreet,PST-00057,CAM-2511-025,BYT38,Protein Bar,3999.0,4,Lucknow,Tier 2,Unknown,1,Yes,Paid,ig_reels,63,
EVT-000280,2025-08-30,CafeCanvas,PST-00540,UNKNOWN-CAM,,Silk Saree,1998.0,2,Bengaluru,Tier 3,No,14,Yes,Pending,ig_reels,58,Coupon mismatch
EVT-000281,2025-09-09,CafeCanvas,PST-00485,UNKNOWN-CAM,,Silk Saree,1499.0,3,Indore,Metro,,7,No,Paid,Instagram,33,Late attribution
EVT-000282,2025-11-29,SareeStreet,PST-00114,UNKNOWN-CAM,,Silk Saree,5997.0,1,Pune,Metro,,1,Yes,Failed,instagram,15,Late attribution
EVT-000283,2025-11-20,GlowKart,PST-00603,CAM-2511-014,SAR20,Protein Bar,7998.0,1,Kolkata,Tier 1,Unknown,14,No,Refunded,Instagram,12,
EVT-000284,2025-12-13,GlowKart,PST-00643,,,Dog Treats,11998.0,1,Pune,Tier 1,,45,No,Paid,,46,
EVT-000285,2025-12-15,CafeCanvas,PST-00142,,,Combo Pack,3999.0,3,Kolkata,Tier 2,,7,No,Paid,influencer,86,
EVT-000286,2026-01-12,ByteBazaar,PST-00359,,,Gift Card,599.0,4,Pune,Tier 2,No,30,No,Paid,instagram,96,Late attribution
EVT-000287,2026-02-09,FitFuel India,PST-00157,CAM-2507-056,BADCODE,Cold Brew,3998.0,1,Mumbai,Tier 3,,30,No,Paid,Instagram,65,Late attribution
EVT-000288,2025-09-10,SareeStreet,PST-00020,CAM-2512-043,,Gift Card,599.0,2,Delhi NCR,Tier 2,Unknown,30,No,Paid,ig_reels,96,Coupon mismatch
EVT-000289,2025-08-11,GlowKart,PST-00627,CAM-2507-058,CAF36,Silk Saree,5997.0,1,Chennai,Metro,yes,7,No,Paid,ig_reels,60,Late attribution
EVT-000290,2026-02-09,FitFuel India,PST-00171,CAM-2510-019,FIT31,Cold Brew,3999.0,3,Hyderabad,Tier 3,yes,30,No,Refunded,paid_social,82,
EVT-000291,2025-11-17,SareeStreet,PST-00638,UNKNOWN-CAM,,Protein Bar,4998.0,3,Chennai,Tier 1,yes,1,No,Paid,ig_reels,30,Coupon mismatch
EVT-000292,2025-11-29,GlowKart,PST-00139,,,Gift Card,11998.0,3,Jaipur,Tier 2,Unknown,1,Yes,Pending,,84,Manual entry
EVT-000293,2026-02-20,FitFuel India,PST-00511,CAM-2510-009,FIT30,Smart Lamp,798.0,1,Lucknow,Tier 2,Unknown,7,No,Paid,Instagram,11,Late attribution
EVT-000294,2025-11-18,UrbanPaws,PST-00509,CAM-2508-046,GLO17,Serum A,2997.0,4,Lucknow,Tier 3,Unknown,14,Yes,Paid,paid_social,85,
EVT-000295,2026-01-14,SareeStreet,PST-00057,CAM-2511-025,BYT38,Smart Lamp,2397.0,1,Mumbai,Tier 1,,7,No,Paid,bio_link,29,Manual entry
EVT-000296,2025-11-13,ByteBazaar,PST-00645,,,Cold Brew,1797.0,2,Hyderabad,Tier 2,Unknown,3,Yes,Pending,influencer,68,Late attribution
EVT-000297,2025-09-01,GlowKart,PST-00100,,,Serum A,5999.0,1,Mumbai,Tier 2,Unknown,7,No,Paid,,14,Late attribution
EVT-000298,2026-01-18,SareeStreet,PST-00094,CAM-2507-048,INSTA10,Cold Brew,7497.0,3,Jaipur,Tier 3,Yes,45,No,Paid,instagram,21,Late attribution
EVT-000299,2026-01-17,SareeStreet,PST-00007,,,Protein Bar,4998.0,3,Jaipur,Tier 3,Unknown,30,No,Paid,paid_social,26,
EVT-000300,2026-02-05,GlowKart,PST-00424,CAM-2508-027,FIT17,Smart Lamp,5999.0,1,Bengaluru,Tier 2,No,45,Yes,Paid,Instagram,65,Manual entry
EVT-000301,2026-02-01,CafeCanvas,PST-00078,CAM-2512-043,,Cold Brew,1598.0,3,Kolkata,Tier 3,yes,45,No,Paid,bio_link,65,
EVT-000302,2025-11-03,ByteBazaar,PST-00308,CAM-2510-020,BYT29,Silk Saree,798.0,4,Chennai,Metro,Unknown,30,No,Pending,,96,Manual entry
EVT-000303,2025-10-14,ByteBazaar,PST-00315,CAM-2509-050,CAF11,Smart Lamp,17997.0,3,Chennai,Metro,,14,No,Paid,paid_social,22,Coupon mismatch
EVT-000304,2026-01-06,SareeStreet,PST-00045,,,Cold Brew,11998.0,3,Lucknow,Tier 2,Unknown,30,Yes,Failed,ig_reels,2,
EVT-000305,2025-11-22,FitFuel India,PST-00346,CAM-2510-004,GLO18,Protein Bar,17997.0,4,Mumbai,Tier 1,yes,3,Yes,Paid,instagram,71,Coupon mismatch
EVT-000306,2025-08-06,ByteBazaar,PST-00274,CAM-2507-058,CAF36,Protein Bar,1499.0,2,Delhi NCR,Tier 1,yes,7,Yes,Failed,,84,
EVT-000307,2025-12-16,SareeStreet,PST-00414,CAM-2512-018,FIT20,Protein Bar,1197.0,3,Chennai,Metro,,45,No,Failed,bio_link,59,Manual entry
EVT-000308,2025-08-07,FitFuel India,PST-00569,CAM-2507-030,URB36,Silk Saree,1999.0,1,Indore,Tier 2,yes,1,No,Paid,instagram,39,Coupon mismatch
EVT-000309,2025-11-28,GlowKart,PST-00059,CAM-2511-044,,Serum A,1797.0,1,Hyderabad,Tier 2,Unknown,45,No,Paid,Instagram,78,Manual entry
EVT-000310,2025-12-03,GlowKart,PST-00148,CAM-2512-043,,Protein Bar,1999.0,2,Hyderabad,Metro,Yes,30,No,Failed,instagram,61,Manual entry
EVT-000311,2026-02-02,GlowKart,PST-00457,CAM-2509-055,CAF39,Silk Saree,1999.0,3,Jaipur,Metro,yes,30,No,Pending,,47,Manual entry
EVT-000312,2025-12-05,FitFuel India,PST-00366,CAM-2507-048,BYT20,Serum A,2397.0,1,Chennai,Metro,Unknown,7,No,Refunded,instagram,19,Manual entry
EVT-000313,2025-12-28,GlowKart,PST-00148,CAM-2512-043,,Cold Brew,2997.0,4,Chennai,Tier 2,Yes,30,No,Paid,paid_social,10,
EVT-000314,2025-07-27,ByteBazaar,PST-00149,,,Silk Saree,0.0,4,Mumbai,Tier 3,yes,1,No,Paid,paid_social,91,Coupon mismatch
EVT-000315,2025-11-18,FitFuel India,PST-00649,CAM-2507-048,BYT20,Combo Pack,7497.0,2,Lucknow,Tier 3,No,1,No,Pending,influencer,70,Late attribution
EVT-000316,2025-11-09,ByteBazaar,PST-00079,UNKNOWN-CAM,,Dog Treats,2997.0,4,Bengaluru,Metro,yes,1,Yes,Pending,,23,Manual entry
EVT-000317,2025-10-11,GlowKart,PST-00273,CAM-2510-042,CAF19,Silk Saree,2997.0,4,Kolkata,Tier 3,Yes,7,No,Refunded,Instagram,94,Late attribution
EVT-000318,2025-12-26,UrbanPaws,PST-00244,CAM-2507-037,,Combo Pack,1198.0,4,Jaipur,Metro,No,30,No,Failed,bio_link,27,
EVT-000319,2026-02-18,GlowKart,PST-00434,,,Dog Treats,2397.0,4,Lucknow,Tier 2,yes,14,No,Refunded,,37,Manual entry
EVT-000320,2025-10-04,FitFuel India,PST-00399,UNKNOWN-CAM,INSTA10,Gift Card,1499.0,3,Bengaluru,Tier 2,No,30,No,Paid,bio_link,22,Manual entry
EVT-000321,2025-10-23,SareeStreet,PST-00108,UNKNOWN-CAM,,Protein Bar,799.0,3,Bengaluru,Tier 2,No,45,No,Failed,bio_link,42,Late attribution
EVT-000322,2025-11-19,CafeCanvas,PST-00337,UNKNOWN-CAM,,Protein Bar,1499.0,3,Delhi NCR,Tier 3,No,45,No,Pending,Instagram,92,Manual entry
EVT-000323,2025-11-09,FitFuel India,PST-00075,CAM-2510-023,,Silk Saree,1499.0,1,Indore,Tier 3,yes,14,No,Paid,paid_social,69,Manual entry
